AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
114,17.6167962700977,2008.314774791138,Premium,Electronic check,No,TV Shows,Yes,TV,7.388534266272386,129.62168643014974,35,Sci-Fi,4.057497661402373,1,Male,10,No,Yes,6ERZ9LWZK8,0
61,10.107510518786878,616.5581416459995,Premium,Bank transfer,No,TV Shows,No,Mobile,25.20395782270133,39.71079621228403,24,Comedy,2.2386653028973957,2,Male,10,No,Yes,9NBQZ236BW,0
22,10.560414421611489,232.32911727545272,Basic,Mailed check,No,Movies,Yes,TV,31.202628822762435,105.0335861838506,9,Drama,3.7167864864861015,5,Female,18,No,Yes,8SGM4C6LNV,0
57,5.9056417995220585,336.62158257275735,Premium,Electronic check,No,TV Shows,No,Computer,39.05763645283582,161.8633085790144,31,Drama,2.5485842092800346,8,Female,2,No,No,U5FCCSOW4G,0
48,6.236150959315046,299.3352460471222,Standard,Mailed check,Yes,Movies,Yes,Tablet,37.62681660097419,128.99645076180786,31,Comedy,3.3489736264427816,9,Male,7,Yes,Yes,74GE4OJ9HT,0
119,16.791933984320643,1998.2401441341565,Standard,Bank transfer,No,Movies,No,Tablet,30.523049477436608,69.01837812099211,4,Action,1.809877888820468,1,Female,7,No,No,KZJ9EZAK7R,0
18,6.396719713281872,115.14095483907369,Standard,Bank transfer,Yes,Movies,No,Computer,35.39546051792667,92.38703733259382,4,Sci-Fi,3.190449321655208,9,Male,7,No,No,BVSZHJLZSO,0
95,12.294348857362028,1167.9631414493929,Premium,Credit card,Yes,Movies,Yes,Computer,35.08452531884052,62.22223677046168,41,Action,4.985482277459875,2,Female,0,No,No,ZGO4WFRTW4,0
96,11.207208154854891,1075.8919828660696,Premium,Bank transfer,Yes,Movies,Yes,Tablet,26.409598109197617,165.24272376599708,37,Action,3.9389434979159272,1,Male,20,Yes,No,RKJA5HZBVC,0
99,18.995143031393702,1880.5191601079769,Premium,Bank transfer,Yes,Both,Yes,TV,2.384371616495632,66.61852747210403,4,Drama,3.5016056065123973,5,Male,19,No,Yes,6RFLWSZ0ID,1
