AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
52,17.06071481590189,887.1571704268982,Basic,Electronic check,Yes,Movies,Yes,Tablet,21.039760883492445,76.8490042875917,23,Fantasy,1.5661218696895003,7,Male,8,No,No,AWMMDURU1Y,1
54,9.019502468410325,487.05313329415753,Premium,Electronic check,No,Both,Yes,Computer,21.222705751069217,60.70696647910816,3,Fantasy,2.418426805556809,9,Female,18,No,Yes,YM9V4P9MHW,0
31,18.84096408050722,584.0698864957238,Premium,Electronic check,Yes,Movies,Yes,Tablet,8.346246023171954,113.2224863913519,2,Comedy,3.4312597994114244,0,Female,23,No,No,WXK2R3YV5P,0
40,8.660732222773278,346.4292889109311,Standard,Mailed check,No,Both,Yes,Computer,30.02700175963325,59.15065392516105,4,Sci-Fi,3.4051389886271552,8,Female,11,No,Yes,4QMPSF52LC,0
62,9.184765325676054,569.4554501919154,Premium,Electronic check,Yes,Both,Yes,Tablet,21.72626174672441,53.21652768166768,16,Action,4.322747908856464,0,Male,16,No,No,LJ3R78YJFV,0
92,13.94701645414556,1283.1255137813914,Premium,Electronic check,Yes,Both,Yes,Computer,32.99579008897635,135.32740280252187,39,Sci-Fi,3.626720907584356,3,Female,9,No,No,8VAOTJ5S5A,0
80,19.36400714587316,1549.1205716698528,Standard,Electronic check,No,Movies,No,TV,1.8234399216215151,28.919977602130977,24,Fantasy,2.6229036268635344,3,Male,2,No,Yes,UC07O1XVKK,0
24,10.537177053143107,252.89224927543455,Standard,Credit card,Yes,TV Shows,No,Mobile,24.237328610114226,41.43630260565956,11,Drama,2.824612125123473,8,Male,19,Yes,No,CRHU9TRX06,0
6,8.740849042041402,52.44509425224841,Standard,Electronic check,No,Both,Yes,Tablet,26.607356171545973,34.96404643997748,27,Sci-Fi,4.928541018183122,7,Female,5,Yes,No,HJLAUGOTWL,0
88,9.599701083119124,844.7736953144829,Basic,Credit card,No,TV Shows,Yes,Computer,29.565497179503577,144.27296318857432,14,Sci-Fi,1.6484854252751866,2,Male,19,No,Yes,FRP410CPZU,0
30,7.636059386361975,229.08178159085924,Standard,Credit card,Yes,TV Shows,Yes,Computer,27.614612329529237,104.8586810834734,24,Action,2.5560259960047014,6,Male,0,No,No,CKGFZEVJIF,0
23,12.643507535535756,290.8006733173224,Standard,Bank transfer,No,Both,No,Computer,21.98920366070233,67.90089562353117,0,Fantasy,4.388465145295357,6,Female,20,Yes,Yes,HS6LRSI83T,0
11,6.9270176605346325,76.19719426588095,Premium,Credit card,No,Movies,No,Tablet,28.34939063925899,159.07488348852175,46,Comedy,3.739987143491971,2,Female,5,No,Yes,VTS04HH55K,0
2,7.426147663358105,14.85229532671621,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,26.71305691490164,56.582715214070646,21,Comedy,3.230069346954908,0,Female,22,Yes,No,PFMMTPU4TX,1
5,15.021733433171278,75.10866716585639,Premium,Credit card,No,Movies,No,Mobile,33.90341300346156,92.16099883530936,27,Fantasy,3.8195817316710063,6,Female,24,Yes,No,E55K1PFOPM,0
