AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
48,17.42511210631691,836.4053811032117,Premium,Bank transfer,Yes,TV Shows,Yes,Tablet,36.32467608065059,172.0867193967838,26,Sci-Fi,2.2430064382802666,2,Female,17,No,No,F3MOPWGTUZ,0
69,18.694279126899342,1289.9052597560546,Premium,Mailed check,Yes,Both,Yes,TV,26.66368022396109,168.2374667090421,21,Fantasy,3.1632955387906603,2,Male,13,Yes,Yes,WDIJN3WHI6,0
89,14.404619208037785,1282.011109515363,Premium,Electronic check,No,Movies,Yes,Mobile,25.55334884657059,100.5517189237068,11,Action,1.711778009616975,0,Male,11,No,Yes,J0NY4RCNL0,0
103,11.618175960318034,1196.6721239127576,Premium,Credit card,Yes,Movies,Yes,Tablet,10.272415376238774,127.86506562888228,6,Action,4.591077103316514,0,Male,7,Yes,Yes,KGTUINZ6DA,0
91,10.778657468073884,980.8578295947236,Basic,Mailed check,Yes,Movies,No,Mobile,36.12672220772228,81.83297069015556,28,Drama,3.034967219744721,2,Female,1,Yes,No,NGDDTM1NLV,0
113,7.260433226834496,820.4289546322981,Basic,Credit card,No,TV Shows,No,Computer,32.26203140390656,170.28089147758146,7,Comedy,1.3923448913642358,2,Male,12,No,Yes,HZMGBZUZT6,0
36,18.65194008280236,671.469842980885,Basic,Electronic check,No,Both,Yes,TV,30.84293426627549,52.563870214636864,21,Sci-Fi,3.2739899173176505,4,Male,20,No,No,2XQAUHOJ16,0
115,18.827005018175136,2165.1055770901407,Basic,Electronic check,No,TV Shows,No,Mobile,27.58491732285884,129.35455886763248,38,Fantasy,1.9542410602991271,5,Male,20,Yes,Yes,EPD7WT2BNX,0
102,18.35017278249365,1871.7176238143527,Premium,Electronic check,No,Movies,Yes,Tablet,17.115478638348236,56.5909584809769,2,Drama,4.448141116490184,9,Female,10,No,No,OKIUKHHKNY,1
86,7.1955091914018325,618.8137904605576,Basic,Electronic check,No,TV Shows,No,Computer,8.632502992276061,70.63726765079227,24,Action,1.817151772447049,5,Female,5,No,Yes,U2TDMGWD6H,0
49,7.696482025005203,377.1276192252549,Standard,Mailed check,Yes,Both,No,Tablet,2.466907876333732,117.49625341982832,41,Sci-Fi,2.5032463449232547,0,Male,21,Yes,Yes,2C6JO44W56,0
51,18.62473107992053,949.861285075947,Premium,Credit card,No,Movies,No,TV,8.984400625842575,56.512549134432014,2,Sci-Fi,4.668549182853097,7,Female,22,Yes,No,BZ0RGHYTH7,1
49,7.214136000992767,353.4926640486456,Basic,Credit card,Yes,Both,No,Mobile,29.258764419434936,40.60177371714742,10,Sci-Fi,2.960720483637848,0,Male,4,No,Yes,1FQI0C0KQ3,0
66,15.583349332889703,1028.5010559707205,Premium,Electronic check,Yes,Movies,Yes,Computer,37.306179420186446,127.7073239714585,29,Sci-Fi,1.4164058710463658,3,Female,19,Yes,No,U9QEQFMTZC,1
30,13.762569903513564,412.8770971054069,Standard,Mailed check,No,Movies,Yes,TV,17.251774534508577,76.16691075052097,48,Comedy,3.873281567864229,6,Female,3,Yes,No,3YWGR6Z4WM,0
3,12.425190228298447,37.27557068489534,Standard,Bank transfer,No,Movies,No,Tablet,9.33555057379632,38.78543072234008,28,Fantasy,2.0102183464416203,3,Male,13,Yes,Yes,2ZBK5743JL,1
44,10.960057251715144,482.2425190754663,Standard,Mailed check,Yes,Movies,Yes,Tablet,33.444788413354075,156.24684197175685,34,Comedy,3.656747695153804,4,Male,24,Yes,Yes,L7Z9C2ITF1,0
13,17.92016793707768,232.96218318200985,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,1.6420529962940136,54.57620751628898,22,Action,1.3393266702517217,8,Male,13,Yes,No,HUIHCB68T9,1
20,11.606023797819022,232.12047595638043,Premium,Credit card,No,Movies,Yes,Tablet,16.888942767790724,56.499236071078045,12,Fantasy,4.036785629976341,2,Male,2,No,No,XYKCCGG5AR,1
106,10.463189519926878,1109.098089112249,Premium,Mailed check,No,Movies,No,TV,20.51076180558365,10.568383216434944,22,Action,3.784571907426757,0,Male,2,Yes,Yes,UITP8LAH5V,0
53,9.248485540486396,490.169733645779,Premium,Electronic check,No,Both,Yes,Computer,25.78027713315597,23.94108034996852,17,Fantasy,2.875704631871338,0,Female,24,No,No,UFVDWGDS8A,1
114,7.233864493970227,824.6605523126059,Basic,Electronic check,Yes,Both,Yes,TV,16.336592468261035,35.30279349142708,35,Sci-Fi,4.302933693806375,7,Female,11,No,Yes,UUFSS817LA,0
66,10.824886974696582,714.4425403299745,Standard,Mailed check,Yes,TV Shows,No,Computer,38.46088658180912,44.37034270287853,35,Sci-Fi,4.579540004840862,4,Female,21,Yes,No,ZLPIEUNRDU,1
12,17.243776145772294,206.92531374926756,Premium,Electronic check,No,Movies,No,Mobile,20.34862897226881,100.39610017729048,23,Drama,2.949228269309622,7,Male,2,No,No,8F0OG8R4Y7,1
99,6.810163387664494,674.2061753787849,Basic,Electronic check,Yes,Both,Yes,Tablet,12.317571205589312,177.8136291382754,34,Fantasy,4.309241698873676,1,Female,10,No,No,T8EP6W883N,0
55,14.840424632426982,816.2233547834841,Standard,Credit card,No,Both,Yes,TV,34.984844203803014,21.042096902587783,37,Fantasy,3.5161521243323834,4,Male,20,No,No,QYGLYPGRRE,0
73,14.601234886646797,1065.8901467252165,Premium,Credit card,No,TV Shows,Yes,Mobile,3.683974134271788,159.2136381080436,12,Drama,3.4925517044253724,8,Male,16,No,Yes,Y5N1YO8UFR,0
98,10.187177138447831,998.3433595678875,Premium,Bank transfer,Yes,Both,No,Mobile,10.34279145546805,13.461617578633785,44,Comedy,1.724584295556267,0,Male,17,No,No,ZJJNYB6AZF,0
96,6.364835878309114,611.0242443176749,Standard,Credit card,No,Both,No,Tablet,33.73121229328031,168.44946477763858,17,Comedy,3.361845590851813,8,Male,24,Yes,No,5T5IFOEYTF,0
55,9.402426249087238,517.1334436997981,Premium,Electronic check,Yes,Movies,No,Tablet,15.74882101725122,91.20438218117955,45,Action,2.666820123435224,3,Female,16,Yes,No,VFOUSJS9P6,0
