AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
2,6.802032057356899,13.6040641147138,0,1,0,1,1,0,19.400863391057456,160.5122290577898,6,3,3.741778772072847,4,1,4,0,0,7CVQW8QPK2,0
17,11.233554616517218,190.9704284807927,0,2,0,1,0,2,21.06947019331239,175.3979594004441,19,2,3.8121969564798137,1,1,4,0,1,KH58VIO5G9,0
12,16.086822265578107,193.04186718693728,0,2,1,0,1,0,35.30340189512491,163.23629681560985,40,0,4.580945810827184,6,0,8,1,0,Q8UTFMENMS,1
99,14.384446840003278,1424.0602371603245,0,2,1,1,1,1,16.032044651139593,167.7324906250904,44,0,2.873785786213461,3,1,17,0,0,07XSRFJUOJ,0
63,12.716551568394936,801.1427488088809,0,1,0,0,1,3,30.80775803773376,50.17459341734179,15,1,2.259027924307261,4,1,14,0,1,N9MGZHSFW3,0
99,14.547875306621158,1440.2396553554947,2,0,0,1,0,1,20.82160594637856,131.3028033001708,35,2,3.952510322583938,2,0,15,0,0,W5JO2IJW4A,0
89,8.356781377003564,743.7535425533172,1,3,1,2,0,2,9.977728859042395,87.22583653770144,6,1,3.5266992386280727,4,1,7,1,1,T0SPA7XRFI,1
43,15.965283562952427,686.5071932069544,2,0,0,0,0,3,24.92368408168752,20.955177125766188,35,4,3.5704898448179483,1,0,21,0,1,PP4PZLHUGR,0
1,8.48212079762595,8.48212079762595,2,2,1,1,0,0,38.61381348994287,11.191246526475524,39,4,2.280287498848913,8,0,19,0,0,A87KN3YZ2S,0
115,12.014502812518652,1381.6678234396452,2,3,0,1,0,0,6.262851220006539,119.02034951844988,7,3,3.1263855113708146,0,0,15,0,1,8VOYQN10DZ,0
32,5.668628754338038,181.3961201388172,2,2,1,2,1,3,32.864000962007395,113.97417929017348,0,1,3.332349010428364,9,0,0,0,0,LQP8VKN692,0
76,17.756254518526326,1349.4753434080008,1,0,1,2,1,1,11.540175305619124,44.26637206617847,30,0,4.746983032537624,2,1,15,0,1,DY730AMP75,0
8,5.122544279922346,40.98035423937877,2,0,1,1,1,1,34.51564959627159,158.15935421674254,49,0,1.441591051676133,8,1,16,1,1,F5HD9QDXDU,0
114,15.615901491829096,1780.2127700685169,1,1,0,2,0,2,13.68238556822851,106.12858393771076,19,2,1.3681345820965207,9,1,23,1,1,GRE0GRZ70T,0
113,10.14013416093812,1145.8351601860077,0,1,0,2,0,2,15.347026114139895,109.38738055191736,21,4,3.5886357204320065,2,1,11,1,1,A6EJFIR3HR,0
87,18.141101855406347,1578.2758614203522,1,2,1,1,0,2,6.400789011455252,43.738871215641865,36,2,3.8525151634407,4,1,23,1,0,D8N8WHOEJM,0
30,13.859708833366357,415.7912650009907,2,3,0,0,0,1,6.939188126115238,126.0427258114294,13,0,2.3066830032903485,1,1,11,1,0,YBG41ZFGCG,0
64,10.217846830852933,653.9421971745877,2,3,1,1,1,1,14.819288986948646,5.8505478303703375,6,2,1.057697686410728,8,0,2,1,1,7EG1IT62AP,0
95,16.388919263406496,1556.947330023617,1,3,0,0,1,3,10.724190308699807,110.1958336658014,27,0,4.753392895657517,1,1,8,1,0,TBGOELTHJ5,0
30,10.091570981220457,302.7471294366137,0,1,1,0,1,1,21.2895485377268,91.20356196651782,38,0,1.5469481577190054,1,0,24,1,1,MD3ZBHRK4Q,1
83,9.1768526354256,761.6787687403248,1,2,0,1,1,2,27.580657668960907,55.217473485649016,7,4,3.729709793098399,4,0,21,0,0,47CPECJD36,0
111,5.315725537862654,590.0455347027546,1,1,1,0,0,1,1.8544266606631536,74.81869316490636,42,2,2.824727436663773,4,0,17,0,1,NJ4799VQN6,0
76,19.59124797489486,1488.9348460920094,2,0,1,1,0,2,31.09212927783051,92.69486559078744,46,1,1.063517680560358,1,0,3,1,0,KI2TYV172L,0
55,18.277702061233366,1005.2736133678352,2,2,1,0,0,3,2.301483999233235,54.74038900753549,32,2,1.6025901321900695,8,0,6,1,1,73722RCDWZ,0
1,14.521352514354389,14.521352514354389,2,1,1,0,1,1,36.03053309110495,69.99318492214084,31,0,4.186559225269386,3,0,3,1,1,WN6TRLIFEH,1
2,6.481674002352976,12.963348004705953,2,0,1,2,1,3,20.481575565112145,45.74811627329736,22,0,4.185785289813463,4,1,23,0,0,TYU24ENGY5,0
40,19.158464028678942,766.3385611471576,2,2,0,1,0,0,12.56328633797431,106.27266071792852,17,0,3.12964411646243,0,0,1,1,1,K9DBC1DLJ7,0
87,11.575139532436554,1007.03713932198,0,2,0,2,1,3,10.667543149121212,107.63333225220994,40,1,4.662574647565965,4,1,13,0,0,47S02FAWF3,0
33,7.132116804900068,235.35985456170224,1,2,0,0,1,3,12.573639833603997,136.00618619052054,7,0,4.693703492189135,0,1,16,1,0,GESX5VNFAO,0
61,6.873993330193623,419.313593141811,2,3,0,0,1,3,35.49376470446671,73.28425042451505,44,1,1.2623766368747362,3,0,18,0,1,QU8T1SNH05,0
5,17.516518302177047,87.58259151088524,1,3,1,1,0,2,22.468292787505483,121.60929876004433,38,2,2.652121239866856,6,0,21,0,0,ZVXBKL3ZWZ,1
3,6.401260767579298,19.20378230273789,1,2,1,1,1,3,21.04001362008217,72.98386746794387,38,0,2.2049657029896,7,0,13,0,0,I5OCJG9XAE,0
55,12.28765516185975,675.8210339022862,0,3,0,1,1,2,7.11028289645206,115.85914206011358,36,1,3.373327953834179,2,0,3,0,1,DZFR25PP86,1
34,17.689989607090155,601.4596466410653,0,2,1,0,0,2,1.7708257705872987,111.25657412645204,18,0,3.868044247520523,8,0,13,1,1,U785FEPRFG,1
52,7.916008789801834,411.63245706969536,1,1,1,2,1,0,38.156677818411765,22.079153703749665,41,0,4.428291149050693,4,1,20,1,0,OFX3K8UAHG,0
39,14.0319446159639,547.2458400225921,1,0,0,2,1,3,12.876407353295235,175.40519845210912,21,0,3.26464534770376,0,1,20,0,0,892ZP5IM3E,0
92,12.20391795491012,1122.7604518517312,0,0,1,1,0,0,35.88762090223206,143.8486287648236,49,3,3.3910549225760773,4,0,8,0,0,5MNMNA6ME5,0
98,18.28701169683585,1792.1271462899138,2,3,1,1,0,0,35.93973756848847,128.95387921383866,20,1,1.2121818341188324,6,0,1,1,1,5MF2U94FYR,0
61,11.385676516661112,694.5262675163278,2,0,0,2,0,0,23.73325389479944,36.16178368674936,35,1,4.493809973203242,5,0,10,1,0,KG3OHWBLNL,0
50,13.479154612099975,673.9577306049989,1,2,1,2,0,3,24.344260384338355,26.32740572004758,48,4,2.668729356035584,3,1,13,1,0,SA1SNP8I1M,1
94,15.759933555843668,1481.433754249305,2,0,1,2,0,1,25.63515761358189,168.07400722748923,28,0,2.324671501677379,1,0,10,1,0,KCWRG9O9EG,0
41,8.164843471788032,334.7585823433093,0,1,1,1,1,1,27.67641361765825,112.7598855773746,24,1,4.92075356191477,0,0,24,0,1,Q8KD8LP6WX,0
81,15.12495641686725,1225.1214697662472,2,0,1,0,0,2,25.459036509195453,117.81471856608152,26,1,3.20967040488308,8,0,18,0,1,BTETKRXKDE,0
88,12.73300688549711,1120.5046059237457,2,3,0,1,0,0,23.978584734205707,85.19986082245664,4,1,2.959361328879345,9,0,19,1,0,FWZI5HYZJS,0
109,19.37494426815099,2111.868925228458,2,3,0,0,0,3,31.438958613235656,7.803434186389336,26,0,4.237058093489847,0,1,19,0,0,1VTBHGDWMF,0
111,10.591673244839,1175.675730177129,1,0,1,2,0,3,5.92965027630656,48.79961377808704,40,3,3.624378822627631,6,1,6,1,1,ZJVMFZ92PC,0
60,14.279489047827836,856.7693428696701,0,1,1,1,0,3,17.741196752644914,134.20504840505393,24,4,1.3940474436017003,3,1,16,0,0,AG5Z1VY7OP,0
7,9.7406044332214,68.1842310325498,0,0,1,1,1,0,35.64405882262562,118.11622341644512,41,3,2.736811565537664,6,0,14,1,0,IUG1VGOFFD,0
70,9.671819001755788,677.0273301229051,2,2,0,1,1,0,3.796439738950542,153.32806176005073,39,1,1.4243768769851777,2,1,7,0,1,C4AO0TLRHW,0
58,6.439728246462454,373.5042382948223,2,0,1,2,1,0,6.453269117781524,54.14094790498458,31,2,2.741467459704861,1,0,12,1,0,8NMW9YWB3R,0
94,16.691730149739673,1569.0226340755291,2,2,1,2,1,1,33.67361737861557,112.87000076718247,29,4,4.8390992169878455,2,1,3,1,1,CHVOVS7WQJ,0
11,7.825106538828357,86.07617192711193,0,1,0,0,0,2,7.916069919738754,71.53419381093362,17,0,2.068040931994883,1,0,20,0,0,XS6ECLNY25,1
78,7.454608909844108,581.4594949678404,0,1,0,1,0,2,21.015590653632334,133.5193171430224,5,1,3.88324848272619,9,1,16,1,1,OCBPAFESNM,0
16,10.85188904192102,173.6302246707363,0,3,1,2,1,1,30.893489395032475,11.750412079956329,13,3,2.550920784443377,7,1,17,1,0,2DA5312CFR,0
34,12.215935085755344,415.3417929156817,2,0,1,2,1,2,4.175774186470341,33.20912444889228,24,3,1.8940351774465367,7,1,6,0,0,RXEKYWGZCZ,1
84,18.132931838940344,1523.1662744709888,1,0,1,1,0,2,5.298931709819496,106.74695111223112,46,3,1.5251085137302764,2,1,14,0,0,KRDMIDPPEO,1
47,6.520190072457658,306.44893340550993,0,2,0,2,0,3,23.019893802323462,176.60327802588614,0,3,3.498030285727786,8,0,17,0,1,ZQC2V0505Q,1
79,18.499745897005106,1461.4799258634034,2,2,0,0,1,0,7.578323912920782,42.16113139328752,22,1,1.369271182237667,8,0,19,0,0,8EPM623MKG,1
102,11.54428621687103,1177.517194120845,1,2,0,2,0,0,6.768864535805463,134.7757101961969,4,4,1.7048946478368865,8,1,14,1,1,9OTTCXNVJR,0
89,13.830682915273885,1230.9307794593756,2,3,0,2,1,1,4.661438021149198,73.16375732386594,37,2,1.576413196520884,4,1,21,1,1,TJ7S2VG3PI,0
9,6.449205353793068,58.04284818413761,1,0,1,0,1,1,20.11887383854668,33.92294957865225,27,2,3.776154991187067,6,0,13,1,0,APMEROP893,0
61,16.910319342813395,1031.529479911617,1,2,1,0,0,2,13.945415470476282,120.37983347147026,26,3,4.258477405400578,1,0,23,0,0,PQ1HNSNIWW,0
48,15.756250441498157,756.3000211919115,1,0,0,1,1,1,25.518829440950675,42.07955170987368,32,1,2.4546367115052083,4,1,1,1,0,WV5WX8Q5X8,0
