AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
32,11.534813253587352,369.11402411479526,1,0,1,1,0,1,36.505744371294455,137.16670738583596,9,0,1.9963466056321968,6,1,11,0,1,NE1JKD18QK,0
14,8.671716881894273,121.40403634651985,2,2,0,1,1,0,16.629204928694854,162.7314726035982,33,0,1.0197917060802992,0,0,12,1,0,V8CMLYW8L3,0
27,7.190961986614388,194.15597363858848,2,3,1,1,1,0,13.916979724659395,78.47606314489263,7,0,3.5762320548225834,5,1,0,0,1,GI9JIQUILK,1
68,13.91059508822781,945.9204659994912,2,3,0,1,0,2,39.72130581065253,101.28937282397122,15,1,4.783529892997347,3,1,17,1,1,NCRS2YHLXY,0
99,16.96266255492556,1679.3035929376306,2,0,0,1,1,1,37.05594598513002,133.7179138626648,32,2,4.633333010273764,6,1,12,1,1,L5H09SUJRC,0
100,8.391776268899214,839.1776268899214,1,3,1,2,1,0,31.19255653990685,145.8073447567712,38,4,3.9564550945648977,8,0,5,1,1,NZKI2GU5PA,0
64,17.536513957703722,1122.3368932930382,1,2,0,1,1,3,17.07856780442907,6.567746919676089,35,0,3.3442178761679884,0,1,10,1,1,ZPQOWW68G8,0
31,8.268057644051241,256.3097869655885,2,3,0,2,1,0,35.00888281789929,92.60317876834308,34,0,1.8221756860732965,4,1,23,0,0,1PK5PAPRBT,0
67,12.60504393041736,844.537943337963,0,3,1,1,1,0,15.130889466695278,62.15838320026607,4,1,1.0530843802902647,2,1,15,1,1,S2C41WXI5M,0
40,16.310017300678133,652.4006920271254,1,2,0,2,1,2,12.75582602367398,130.40490109865402,9,2,1.51324364334292,6,0,18,0,1,WB4IBSKB9R,0
17,5.470640566494454,93.00088963040572,0,3,0,1,1,0,38.89584908706147,176.05069702820035,38,3,3.272107229228521,1,1,1,1,0,I16QCU3GHK,0
69,18.394564833396288,1269.2249735043438,1,0,0,2,0,3,2.4021751053238347,22.08430218429326,38,3,1.7827572573297474,9,1,7,1,1,VFLO4AR4D1,0
20,14.099383519107803,281.9876703821561,0,0,1,0,1,1,17.328514183733798,63.94060697085071,27,3,3.2048958753074093,0,1,10,0,0,G8AJ7Z5C08,0
89,9.433864157830948,839.6139100469544,0,2,0,1,0,0,37.8184353734405,42.12947133667299,6,1,3.373643343555445,5,0,11,1,0,QQS8BBZ323,0
58,6.369173434022823,369.4120591733237,2,0,1,2,0,0,2.985456898652455,176.45277672426073,49,3,1.64800014298839,5,1,21,1,0,WORLK26OCJ,0
82,17.71939261021542,1452.9901940376644,1,1,1,1,1,1,11.667781159163804,121.23628165731614,29,2,4.248821077331032,4,0,24,0,0,ELV2AWEU39,0
61,14.91887804609965,910.0515608120786,2,3,0,2,1,3,23.69139100243566,149.6663772494488,10,4,1.0751088254492247,7,0,12,1,1,K9QRJC3JK7,0
24,13.04927887158961,313.1826929181507,2,2,0,2,0,1,37.47014783321223,47.82255923521494,8,4,1.8525707242678764,3,0,24,1,0,3XMCRVC829,0
19,10.501008227149455,199.51915631583967,2,0,0,0,1,3,31.30556967951007,167.25167888821463,10,3,1.4865305698834272,2,0,21,1,0,FLTUNXI1XF,0
2,17.798429732793124,35.59685946558625,0,2,0,2,1,2,11.310220898330387,99.92384280533577,15,3,1.878413158265817,9,1,0,1,1,XJ0CIWLKHT,1
118,14.35020274347878,1693.323923730496,2,1,0,0,1,0,35.2173647640138,13.292272023669064,22,1,3.8663220302852586,2,0,12,0,1,L4RZ7IVNDP,0
76,7.054802276813379,536.1649730378168,2,1,0,1,1,1,22.574229765300046,24.64907592080263,6,1,3.390768729495656,8,0,16,0,0,LIEUYK77PV,0
113,8.595253577276338,971.2636542322264,0,2,1,2,1,0,20.022719539696343,108.05740387858768,48,2,4.6835322997274496,0,1,9,1,0,LZDYU9WONQ,0
117,7.480145109053632,875.176977759275,1,0,1,1,0,3,17.728523024999323,130.3882814089795,21,2,3.551775508927076,1,1,9,1,0,AMETQBZ51G,0
65,15.262532059018898,992.0645838362284,0,0,0,0,0,1,19.48455493875893,33.68042216166399,24,0,1.363432399479719,5,0,6,0,0,3N1MBK7BON,0
75,15.454151748396772,1159.0613811297578,2,1,1,2,1,3,24.56506954655251,124.9357114626333,5,0,4.059174836567914,2,1,23,1,1,V6V7NS54GZ,0
53,15.26476487214397,809.0325382236305,2,1,0,2,0,2,25.98093231145081,174.03086174052766,7,0,4.446943378167214,0,1,1,1,0,8DVE7QFOO5,0
7,6.002386712996112,42.01670699097279,2,2,1,0,1,2,5.843857279686767,120.94438599201784,13,2,4.11223081635454,4,0,20,1,1,E4J0JHLEFS,1
99,18.558865045995088,1837.3276395535136,2,1,0,2,0,1,38.41792902374007,171.08073044643967,34,4,2.388033835916508,3,1,14,1,0,EOSQ76P2LN,0
92,6.976883752890712,641.8733052659455,0,2,0,2,0,0,26.23297899908397,48.02709257596111,36,4,1.0702472163432826,8,0,18,1,0,EJF9BVQDDN,0
17,11.192065077089769,190.26510631052608,0,3,0,2,0,3,10.270604506889889,80.27085270110258,7,1,3.783216706240836,6,0,2,0,0,IRHVOOCAGT,1
76,17.425681863105478,1324.3518215960164,2,1,0,0,1,1,27.259966715145207,133.46623634247484,45,0,2.6654080950562995,7,1,7,0,1,WVCBVAQR2O,0
