AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
96,15.146050029783494,1454.020802859215,0,0,0,1,1,0,19.828309629161783,139.97277038899867,35,1,1.0573616930937333,3,0,11,1,1,OQ1NJFKYOK,0
94,12.459463597665016,1171.1895781805115,0,3,0,2,0,3,15.24598182843804,139.51811988674342,12,1,2.789894953197842,4,0,16,0,1,3T1K09YE4E,0
89,13.481077672370247,1199.815912840952,1,0,0,2,0,2,15.660745134008684,47.956602284254586,33,0,4.961199853481396,2,0,15,1,1,VJG86GRIWF,0
82,9.867661084517463,809.148208930432,0,2,1,0,1,3,36.0840479074639,133.1067989548049,17,2,1.2597386765402652,8,1,20,0,0,0W5MQF2291,0
22,8.588157951680802,188.9394749369777,0,0,0,0,0,0,11.995477023649157,130.5012044623221,12,0,4.896952334817344,9,1,22,1,1,7AI74RY84U,1
88,7.433751541955139,654.1701356920523,2,2,0,0,0,2,21.559886840891764,69.96226163525094,20,3,4.753414491144933,6,1,6,1,1,RHN91ZLF2N,0
106,14.55257797584199,1542.573265439251,1,2,1,1,1,3,19.00470542999513,53.17378317110086,5,4,3.3036088636735634,7,0,15,0,0,5L8YR6GVQ9,0
18,17.23238239126686,310.1828830428035,0,0,1,1,0,0,20.68217887757867,168.50816807914816,36,2,1.085268117300434,1,1,20,1,0,39ZD0ZXJQM,0
42,18.15577590366149,762.5425879537826,0,3,0,0,0,3,5.24292361498239,137.44021513555458,0,0,4.703277597402023,7,1,2,1,0,04AZ8X393X,0
50,11.62388037953971,581.1940189769855,2,2,1,2,1,0,35.721201989439265,16.40607168425697,18,3,3.6007839860071704,8,1,8,1,0,X8XZXI39WO,0
114,11.33303385975516,1291.965860012088,1,3,0,0,1,2,20.68322552873724,32.0763979560199,26,0,1.9921592232647567,7,0,24,0,1,MZ70PTH54V,1
101,11.175427478139389,1128.718175292078,2,2,0,1,1,3,39.33686688958875,54.086585621115205,33,2,3.096292376406095,0,0,13,1,0,JI8E9QHII4,0
57,10.904610668625384,621.5628081116469,0,3,0,1,1,3,29.89091359517373,22.441526560209542,20,3,1.8170506715127388,3,1,6,0,0,NCSD93MV9T,0
82,10.316520344393156,845.9546682402387,0,0,0,1,0,1,34.286999541149775,98.13617097214949,18,3,2.6238184362472388,8,1,9,1,1,GXZLYCSKWR,0
28,5.619501516208656,157.34604245384236,1,1,0,2,1,0,28.76940102168499,17.81245002845691,8,1,4.556210228323483,0,0,5,0,1,W0N8LNCCOL,0
77,19.441378508967297,1496.986145190482,1,0,1,2,0,0,10.25543773382578,164.92350626789036,28,2,1.471224990613472,7,1,0,0,1,0YW8UVF1BF,0
119,7.068607104382165,841.1642454214776,1,2,1,1,0,2,10.85155465547777,24.435374441538585,4,0,4.122264391684434,4,1,9,0,1,XBEXZR0STU,0
90,12.610447787069326,1134.9403008362394,2,2,1,0,0,0,38.74116382876136,53.85472276126712,4,1,1.7735013872213936,8,0,3,1,0,TGUX6GSOOQ,0
55,18.24019264405443,1003.2105954229936,1,2,0,2,0,3,9.514096592067178,71.470404897657,9,1,4.5738204891367324,6,1,1,1,1,7N2VS7N73G,0
56,12.73260700588838,713.0259923297492,0,0,1,2,0,3,16.171330962535585,13.489957219196986,19,1,2.563675896499818,7,1,20,0,1,B14B699JTZ,0
49,7.28706947030485,357.06640404493766,2,0,1,1,0,3,21.74477691733104,72.23825589546212,30,0,4.055410866956218,6,1,19,1,0,K0DLNXSDLK,0
16,5.327257430028887,85.23611888046219,1,2,1,2,0,2,10.133105415545923,46.696422175846266,35,2,4.353695595219284,5,0,10,0,0,DFVKJZJ9VZ,0
78,15.921755633913712,1241.8969394452697,1,0,1,1,1,0,20.16568868891421,138.2430895495911,15,3,4.164044879430383,2,0,12,0,0,C9MH0I5KZM,0
96,17.36787471758281,1667.31597288795,1,2,0,2,1,2,10.692858902381202,48.16423624097163,6,1,3.7718904828677378,5,0,3,1,0,GU6K45U2AB,0
65,8.067062252008087,524.3590463805257,0,3,0,1,1,2,17.026864889371844,51.59596952426973,14,3,3.683924216277262,1,1,5,1,1,G4X5PP4QPC,0
67,16.951464444936455,1135.7481178107423,2,1,1,2,1,0,24.01586266846057,38.566032758848,30,1,3.472641256207428,3,1,17,0,0,1EJWNCGFMT,0
58,13.224738132349426,767.0348116762667,2,1,0,0,1,3,29.34986632443867,146.8930857673708,49,3,1.975214769752084,0,0,1,1,1,IJK33JXJGJ,0
85,19.775084845423216,1680.8822118609733,1,0,1,2,0,3,8.42544913731714,92.73348998947532,14,0,3.2360931033041216,7,0,19,1,1,TF4O6MQ4KD,0
40,18.37590228508192,735.0360914032768,1,2,0,1,1,1,39.232969092638754,90.8465126278426,11,3,1.2400547034489755,1,1,20,1,0,KFO6Y6WDRS,1
21,19.0674431226886,400.4163055764606,2,2,0,0,0,1,8.896347280694009,25.671698800267325,32,1,4.56443424548465,9,1,15,0,0,1JA770EL2W,1
67,6.724723813450165,450.55649550116107,1,3,0,0,1,3,18.92114494906997,169.73097833278132,3,3,2.0007973677199224,3,1,15,1,1,M3G5EY00V4,0
11,18.05207026187241,198.5727728805965,2,0,0,2,1,3,3.799385769520222,89.95787286059158,23,1,3.095458535911311,7,0,7,0,1,UIZVJPMR8H,1
22,14.760482109332616,324.7306064053176,0,1,1,1,1,1,21.28391991439851,163.51243213161683,2,4,2.7659527665165884,2,0,24,0,1,MKD6A4P47J,0
27,7.333639201646523,198.0082584444561,0,2,1,0,1,0,10.937840187524746,85.167064629406,9,3,1.7627710894284396,5,0,5,1,0,TA6ANASBJF,0
89,14.64266256647536,1303.1969684163068,1,1,1,0,0,3,23.73903886982748,7.440383397870663,4,1,4.508358421208754,6,1,1,1,1,LRCOSOYJJP,1
105,11.003067435764802,1155.322080755304,2,1,0,2,1,0,34.968941298091266,151.76414807988294,15,0,3.600200672527351,5,1,6,1,1,P9PUF34YL2,0
116,10.908951484121715,1265.438372158119,2,0,0,2,1,2,9.34004373567668,107.71707411024164,30,0,3.113035006921152,7,1,3,1,0,OSWY3ON6Y8,0
111,7.628869956141522,846.804565131709,0,1,1,1,0,2,20.42822631189052,171.43356629193602,42,0,1.2026706104935974,7,0,9,1,1,XQ29GW8AH1,0
63,12.34512874974061,777.7431112336584,0,3,0,1,1,3,31.85048232216136,61.15365595531789,41,3,2.816652913242076,9,1,10,1,0,67J6CQTH53,1
63,7.675987545363412,483.587215357895,1,3,0,0,0,0,8.587292190858898,156.36042967050042,23,4,2.331744734586541,0,0,5,1,1,BC3PP902GN,0
116,19.22699140353644,2230.331002810227,2,1,1,1,0,3,37.95360613466696,45.12243188267132,14,0,3.0878330527388336,0,0,16,1,0,3NGMJ6F6ZJ,0
61,19.92516078469466,1215.4348078663745,2,2,0,1,0,3,16.806211082445955,126.41304269737348,41,2,4.679639887070036,2,0,8,0,1,9LYBLQ41NS,1
32,17.52973825653281,560.9516242090499,2,2,0,1,1,3,6.2573490019087865,34.976622779708336,11,2,4.094501862673732,2,0,0,1,1,IX01ZN5QLZ,0
9,10.305292120430398,92.74762908387358,0,0,1,1,1,2,16.576083271387695,20.59069603983088,19,3,4.401061843487891,8,1,10,0,0,P66G3PJT04,1
90,5.017236815089091,451.5513133580182,1,3,1,0,0,0,33.35318653885976,63.658812598390014,13,1,2.4461724609980515,0,1,18,0,0,WENSJA8G91,0
33,15.456486139948616,510.0640426183043,2,2,0,2,1,1,14.138987792981403,150.18002396448065,18,2,1.482043997741008,4,1,5,1,1,1XIM3ZRUKM,0
39,16.744964086158088,653.0535993601654,0,3,0,2,1,2,10.359943435463364,13.558187822827268,47,0,1.4560138403576477,0,0,4,0,0,QP5KSXJKEL,0
105,16.05498992213308,1685.7739418239732,1,0,1,2,1,3,23.204338021776447,178.52689170440337,5,0,4.196918174915929,5,1,17,1,0,80Q0GCWGVT,0
73,5.79369980085035,422.9400854620756,2,0,1,2,0,2,2.98735756454508,24.332692286624088,38,4,3.936307317292434,3,1,9,0,0,OOD9DVZDIB,0
63,8.853757605433442,557.7867291423069,0,0,0,0,0,3,8.805274433268107,159.21105947845936,6,2,3.0808586104485207,4,0,23,1,0,RFTGZ1RGLY,0
106,18.91993247700525,2005.512842562557,0,0,1,0,1,3,2.4875758196100315,62.07490160264612,9,4,3.1791224758571106,5,0,21,0,1,PUVYAMBZ6P,1
77,17.653012876006862,1359.2819914525285,1,1,0,2,1,3,31.65074589899105,41.00169273518519,13,2,3.5249518196655294,0,1,8,0,1,88RWS2OIQY,1
78,7.195438867518955,561.2442316664784,2,2,1,0,1,2,35.055680971007924,130.88257781003074,28,4,4.312486727402829,7,0,7,0,1,EBUIA8UII9,0
80,19.753749232941377,1580.29993863531,1,1,0,2,0,0,34.76198236424089,85.3356312609365,2,4,3.284312321049088,9,1,0,1,1,KSPVAF4RQ7,0
7,16.29857243757003,114.0900070629902,1,3,0,2,1,0,30.29531132425296,140.35591449564492,6,0,1.7645304747589483,4,1,13,1,0,UR8XX82QLE,0
1,17.542491903885427,17.542491903885427,0,0,1,0,1,2,21.99134727577753,48.01331404032155,44,2,1.4222329508906282,5,1,16,1,1,0XQF1CT1CW,0
102,19.603605863404447,1999.5677980672533,0,0,1,1,0,1,37.23750333172741,7.629688393918444,21,3,3.1079350923127564,3,0,1,0,1,KCVNLNAC4S,1
103,12.407737867806787,1277.997000384099,0,3,1,2,1,2,34.82887880453064,142.85768921964302,41,4,3.6266239318845934,0,0,1,1,1,YRRBZ7ITPT,0
53,13.748315554113033,728.6607243679907,1,2,1,1,0,1,18.9905386641499,11.62798849366073,30,1,3.3757440046515623,3,0,4,1,1,X3FG5735SE,0
27,17.956785606438075,484.833211373828,0,0,1,1,0,1,13.004184520255398,115.13910466340704,47,4,1.8710251182688311,6,0,12,0,1,7JU2JPA5EE,0
11,7.139902906384446,78.5389319702289,2,1,0,2,0,3,18.87481223667199,179.1090905572259,44,3,4.917139368463776,3,1,24,0,0,JOQZXBGPTU,1
72,6.194484300125788,446.0028696090568,0,0,1,2,1,0,17.476935525155252,129.82598449494486,40,0,2.8986729242079896,4,1,6,0,1,9MN4W6RI9H,0
36,9.10097187617826,327.6349875424174,1,2,0,0,0,0,16.762382349409037,48.956206412859125,22,3,4.575831228912186,5,1,7,0,0,PPK26I0ZZT,0
11,6.283794211445612,69.12173632590172,2,2,0,2,0,0,23.80296204587292,60.53102740881578,29,0,4.040118866190881,5,0,3,0,1,RXKBVS1QX9,0
64,11.675639918714214,747.2409547977097,1,0,0,2,0,1,37.43178344392695,76.83084779919662,19,0,2.0459796012328204,0,1,0,1,1,O2LVV74XFR,0
11,7.885639468013107,86.7420341481442,1,1,0,2,1,0,32.02384145908091,48.527797977086905,31,0,1.7300077892809576,9,1,23,0,1,UB66UBXYA8,0
77,10.316535843908955,794.3732599809896,0,1,1,2,0,0,3.497535526802264,43.46558761940951,36,1,1.5009196546396848,4,0,10,1,0,D69KX7ZOFV,0
25,6.005511857709981,150.1377964427495,0,3,0,0,0,2,18.56652179150244,40.756220983207335,25,4,2.819322514934456,6,1,10,1,0,POVSNO70HR,0
24,19.88241235466108,477.17789651186587,1,3,0,1,1,0,23.50936928452366,59.01499519089845,9,4,3.368366136230359,0,0,14,1,0,I8TZ666Y5S,0
59,9.089909436780982,536.3046567700779,1,0,1,2,0,1,38.823579970798605,112.21015201898612,12,1,4.558841174287908,9,0,14,1,0,TPHWIO3B92,1
39,7.960052773133375,310.44205815220164,1,1,1,1,1,2,19.142622607622595,7.583868611116625,14,2,1.5135044434663496,1,0,3,1,1,PVJBDNUY6L,0
66,9.039909416090568,596.6340214619775,0,3,1,2,0,3,38.63959361255558,73.59233002115873,2,1,3.443358390069089,4,1,18,1,1,42ODWFNEWY,0
62,15.881522443156411,984.6543914756976,1,0,0,0,0,0,29.431135238291283,44.11627960067865,46,3,1.6131827025015455,8,0,2,0,1,JW5G8SW49N,0
87,19.144624100462305,1665.5822967402205,2,1,0,1,0,0,34.226843579093966,87.66864005883313,45,1,3.807752769557888,9,0,2,1,1,HTXCMQTIEB,0
9,16.33509586633592,147.01586279702326,0,0,0,0,0,2,24.39674162332537,145.4286648426562,12,0,2.2041021123930364,4,1,16,0,1,0YY6F1U63P,0
33,7.321528611257973,241.6104441715131,1,3,1,2,1,2,23.23251013732531,139.67007282880928,40,3,3.656968045133204,7,0,6,0,1,BH9D38RXVP,0
114,12.223715106784526,1393.503522173436,1,1,0,2,1,3,26.625421677335463,71.73870779442886,37,0,4.4972043349782505,3,1,17,0,0,7XR7POBXGZ,0
94,17.373447670279745,1633.104081006296,1,1,0,2,1,1,2.522886535496955,129.01368528716137,13,3,4.5763181521967695,8,1,17,0,1,0BBFHNK9SG,1
20,7.868527782897566,157.37055565795131,1,3,1,1,0,3,10.617160374369726,25.58867331517948,41,2,4.319297383529606,5,1,11,1,1,S2O1ZT77UK,0
31,10.401009098180616,322.4312820435991,2,3,1,0,1,1,23.565306986399484,102.7943547193642,4,4,2.672458242310705,8,0,16,1,0,P2GNIZFVD4,0
53,17.7298664087091,939.6829196615824,1,2,0,2,0,3,33.5386721172961,173.58759696544945,22,0,4.554429224011426,6,1,5,0,0,N3IU7J5OHU,0
55,7.719659917626386,424.5812954694512,2,1,0,2,1,3,30.128241896821923,139.8016566827386,19,0,1.439643910918362,5,0,10,1,0,CDYJBX1A2J,0
30,18.868227314113344,566.0468194234003,2,1,1,2,1,3,6.817550768866397,62.25877937657534,18,1,3.39176164723524,1,1,18,1,1,35WAXE4KOT,1
87,5.3816715455642905,468.20542446409326,2,0,0,0,1,3,27.47732470724872,114.93577113195909,34,0,2.704659002691713,7,0,16,0,0,3HB1YQN4DN,0
54,9.18700177742397,496.0980959808944,0,3,0,2,0,1,27.939922434346684,168.51071881767731,48,3,2.362473370982631,9,0,14,1,0,9GSBD4C0SU,0
82,7.112967164111486,583.2633074571419,2,2,1,2,1,3,27.09257546778932,115.78687636803086,24,4,3.786245675639421,9,1,23,1,0,EMFX3TNTZ3,0
45,9.606423308931817,432.2890489019317,0,3,0,1,0,2,27.144326899966515,75.29928582043556,42,3,4.45754525084,5,0,5,1,0,1XGLHOCAYK,0
109,16.743081816293447,1824.995917975985,2,3,0,1,0,1,27.759448866099703,112.29041259257254,49,2,2.172407960366588,6,1,8,0,0,DZW1FID3J8,0
94,13.145092960880564,1235.638738322773,0,3,1,2,0,0,31.672184068651926,30.224108378250857,17,0,3.8935544126771777,4,1,0,0,1,IMIYLIMW2F,0
63,14.725352032762377,927.6971780640296,1,1,1,1,1,2,34.789172042251714,168.48498709835673,29,1,1.739014963731378,8,1,4,0,0,L31FNO1HPU,0
114,10.48423030578988,1195.2022548600462,0,0,1,1,0,0,8.991086319281123,107.90122719001202,34,0,4.460705793289685,6,1,12,0,0,ASRXSK9LR0,0
92,6.065720342547666,558.0462715143852,2,0,0,2,0,1,38.56570678166196,124.34318421760314,34,2,3.0705638712090915,6,0,2,1,0,05Y96GTW2D,0
58,13.5331404625115,784.922146825667,0,2,0,1,0,1,17.597900102991176,88.94480008530127,37,1,1.3975727966518012,8,1,7,1,1,RYXC10RGJ1,0
117,12.679806710249196,1483.537385099156,1,0,1,1,0,0,20.36079439445857,48.29113889136693,42,1,4.414874856814247,2,1,9,0,0,1KP93JFJLS,0
10,11.460591218832796,114.60591218832796,1,1,0,1,1,1,4.967281728286162,169.94457570211017,6,3,4.6774840298265925,5,0,12,0,1,EOYW0Z8233,1
105,12.418191268436518,1303.9100831858343,1,0,0,1,0,1,12.075229184319571,19.5359919666024,32,3,1.7663511036433983,4,0,14,0,0,W7UZXCLOT6,0
23,12.44367016504012,286.2044137959228,2,3,0,2,0,2,32.16079837712704,107.39995644227588,0,2,1.5738767606696291,6,0,4,1,0,1S4M8QBQ1Z,1
23,6.915645145331663,159.05983834262824,1,1,0,1,1,2,37.08391465663576,15.334758470772831,24,3,1.519010259354702,0,1,7,0,0,CRDZPJGCQ4,0
38,18.539115725821265,704.486397581208,2,1,1,0,0,2,19.23768056643021,75.66457181134423,26,4,1.872866341788065,2,0,21,1,1,PBONR7YHC9,0
108,19.25438558347956,2079.473643015792,1,1,1,1,0,1,21.16837308055792,96.94638639160728,4,1,1.4047806970945629,0,0,14,1,1,DX5KMYIXCQ,0
112,9.6199173550074,1077.4307437608286,0,3,1,0,0,0,18.987241617143766,92.3442859180724,16,1,1.0029360161700431,7,1,18,1,0,E7RCCRZWUQ,0
23,5.698337941541558,131.06177265545583,2,3,1,0,0,1,16.33517773062261,57.527296587149976,26,1,4.571729873008206,6,1,6,0,0,Z4YA3ZS5GJ,0
105,18.852114317894173,1979.4720033788883,2,1,0,0,1,1,1.992177593739944,101.02275437192802,1,0,3.9128685921185378,8,0,3,1,0,HID17Y0A2H,0
5,9.18234110668195,45.911705533409744,0,3,1,1,0,3,26.03926637734636,98.19628161795984,42,2,2.649871209611146,2,0,12,0,0,R8X6LOTN2Q,0
97,17.818664855088805,1728.410490943614,1,1,0,2,0,0,39.82282020613502,109.8253474239738,44,0,1.3717133500820635,6,0,24,0,1,T5FHO8DZXU,0
1,14.626924568799396,14.626924568799396,0,2,0,0,0,2,22.244853539561504,143.61459972332543,23,0,3.0127021227241,2,0,3,1,1,1V8QTRTC9R,0
11,8.27438170828966,91.01819879118624,1,2,1,0,0,1,28.12752792576652,70.05889107928309,8,4,1.3340629220710358,6,1,16,1,0,8NPC1QT4ZO,0
100,17.25154865954641,1725.1548659546409,1,3,1,2,1,0,35.461067148123426,16.2388367147774,27,2,1.7977935372988676,6,1,24,0,1,41D9SB1NJW,0
15,15.271716013448325,229.07574020172487,0,3,1,1,0,0,26.589082416840288,178.31313597634397,27,3,3.019211589838574,4,0,22,1,1,5PE31W38NS,0
66,5.870321699030872,387.4412321360376,1,0,1,0,1,1,12.090888294679296,88.03090493760305,24,0,2.031291021523078,0,0,12,1,1,53HL1KGNUY,0
103,8.64362071059707,890.2929331914982,0,1,1,0,0,2,13.631197992038032,141.06734913777967,26,3,2.369307422418759,0,0,4,1,0,COOJCH3A5R,0
81,17.682736181837466,1432.3016307288349,0,1,1,1,0,0,23.590697521571897,111.0557807583593,42,3,2.524989568247673,2,1,4,1,0,F3RX1MH7EU,0
43,9.584582023287286,412.1370270013533,0,3,1,0,0,2,39.49400937344642,49.805295790894014,5,0,4.688568939508485,9,1,13,1,1,M1YM9WX8PF,0
54,9.521375766229838,514.1542913764113,2,3,0,2,0,2,4.09342219864549,163.95326432343992,23,1,2.3497330313589235,6,0,19,0,1,EUTADRXVTW,1
5,8.91363708756333,44.56818543781665,0,1,1,0,1,2,8.563998060593164,25.547987428237143,20,2,4.066166252597915,9,1,2,0,0,EJOYHNVZB0,1
63,11.912837982775528,750.5087929148583,0,1,0,0,0,0,31.97952954725251,109.62685112505328,23,4,1.3423386211740485,8,1,2,0,0,5TC5O6V8IQ,0
113,16.872979519938696,1906.6466857530727,2,2,0,0,1,2,30.236698759490384,125.29302951531425,44,3,4.52474977659476,4,1,22,0,0,KEXCTN5PRH,0
107,5.566243881710903,595.5880953430666,2,0,0,0,0,0,3.317423361320457,123.6414930067824,2,1,4.822203284961359,6,0,24,0,0,MHJ2301VMF,1
19,6.565049799122741,124.73594618333208,2,0,1,0,0,1,5.936217737024406,157.10050321994547,38,0,3.4277732420425417,8,1,16,1,1,FW5WFTX9LR,0
