AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
96,15.146050029783494,1454.020802859215,Premium,Mailed check,Yes,TV Shows,Yes,Tablet,19.828309629161783,139.97277038899867,35,Drama,1.0573616930937333,3,Female,11,No,No,OQ1NJFKYOK,0
94,12.459463597665016,1171.1895781805115,Premium,Bank transfer,Yes,Both,No,Computer,15.24598182843804,139.51811988674342,12,Drama,2.789894953197842,4,Female,16,Yes,No,3T1K09YE4E,0
89,13.481077672370247,1199.815912840952,Basic,Mailed check,Yes,Both,No,Mobile,15.660745134008684,47.956602284254586,33,Comedy,4.961199853481396,2,Female,15,No,No,VJG86GRIWF,0
82,9.867661084517463,809.148208930432,Premium,Credit card,No,Movies,Yes,Computer,36.0840479074639,133.1067989548049,17,Fantasy,1.2597386765402652,8,Male,20,Yes,Yes,0W5MQF2291,0
22,8.588157951680802,188.9394749369777,Premium,Mailed check,Yes,Movies,No,Tablet,11.995477023649157,130.5012044623221,12,Comedy,4.896952334817344,9,Male,22,No,No,7AI74RY84U,1
88,7.433751541955139,654.1701356920523,Standard,Credit card,Yes,Movies,No,Mobile,21.559886840891764,69.96226163525094,20,Sci-Fi,4.753414491144933,6,Male,6,No,No,RHN91ZLF2N,0
106,14.55257797584199,1542.573265439251,Basic,Credit card,No,TV Shows,Yes,Computer,19.00470542999513,53.17378317110086,5,Action,3.3036088636735634,7,Female,15,Yes,Yes,5L8YR6GVQ9,0
18,17.23238239126686,310.1828830428035,Premium,Mailed check,No,TV Shows,No,Tablet,20.68217887757867,168.50816807914816,36,Fantasy,1.085268117300434,1,Male,20,No,Yes,39ZD0ZXJQM,0
42,18.15577590366149,762.5425879537826,Premium,Bank transfer,Yes,Movies,No,Computer,5.24292361498239,137.44021513555458,0,Comedy,4.703277597402023,7,Male,2,No,Yes,04AZ8X393X,0
50,11.62388037953971,581.1940189769855,Standard,Credit card,No,Both,Yes,Tablet,35.721201989439265,16.40607168425697,18,Sci-Fi,3.6007839860071704,8,Male,8,No,Yes,X8XZXI39WO,0
114,11.33303385975516,1291.965860012088,Basic,Bank transfer,Yes,Movies,Yes,Mobile,20.68322552873724,32.0763979560199,26,Comedy,1.9921592232647571,7,Female,24,Yes,No,MZ70PTH54V,1
101,11.175427478139389,1128.718175292078,Standard,Credit card,Yes,TV Shows,Yes,Computer,39.33686688958875,54.086585621115205,33,Fantasy,3.096292376406095,0,Female,13,No,Yes,JI8E9QHII4,0
57,10.904610668625384,621.5628081116469,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,29.89091359517373,22.441526560209542,20,Sci-Fi,1.8170506715127388,3,Male,6,Yes,Yes,NCSD93MV9T,0
82,10.316520344393156,845.9546682402387,Premium,Mailed check,Yes,TV Shows,No,TV,34.286999541149775,98.13617097214949,18,Sci-Fi,2.6238184362472388,8,Male,9,No,No,GXZLYCSKWR,0
28,5.619501516208656,157.34604245384236,Basic,Electronic check,Yes,Both,Yes,Tablet,28.76940102168499,17.81245002845691,8,Drama,4.556210228323483,0,Female,5,Yes,No,W0N8LNCCOL,0
77,19.441378508967297,1496.986145190482,Basic,Mailed check,No,Both,No,Tablet,10.25543773382578,164.92350626789036,28,Fantasy,1.471224990613472,7,Male,0,Yes,No,0YW8UVF1BF,0
119,7.068607104382165,841.1642454214776,Basic,Credit card,No,TV Shows,No,Mobile,10.85155465547777,24.435374441538585,4,Comedy,4.122264391684434,4,Male,9,Yes,No,XBEXZR0STU,0
90,12.610447787069326,1134.9403008362394,Standard,Credit card,No,Movies,No,Tablet,38.74116382876136,53.85472276126712,4,Drama,1.7735013872213936,8,Female,3,No,Yes,TGUX6GSOOQ,0
55,18.24019264405443,1003.2105954229936,Basic,Credit card,Yes,Both,No,Computer,9.514096592067178,71.470404897657,9,Drama,4.5738204891367324,6,Male,1,No,No,7N2VS7N73G,0
56,12.73260700588838,713.0259923297492,Premium,Mailed check,No,Both,No,Computer,16.171330962535585,13.489957219196986,19,Drama,2.563675896499818,7,Male,20,Yes,No,B14B699JTZ,0
49,7.28706947030485,357.06640404493766,Standard,Mailed check,No,TV Shows,No,Computer,21.744776917331038,72.23825589546212,30,Comedy,4.055410866956218,6,Male,19,No,Yes,K0DLNXSDLK,0
16,5.327257430028887,85.23611888046219,Basic,Credit card,No,Both,No,Mobile,10.133105415545923,46.696422175846266,35,Fantasy,4.353695595219284,5,Female,10,Yes,Yes,DFVKJZJ9VZ,0
78,15.921755633913712,1241.8969394452697,Basic,Mailed check,No,TV Shows,Yes,Tablet,20.16568868891421,138.2430895495911,15,Sci-Fi,4.164044879430383,2,Female,12,Yes,Yes,C9MH0I5KZM,0
96,17.36787471758281,1667.31597288795,Basic,Credit card,Yes,Both,Yes,Mobile,10.692858902381202,48.16423624097163,6,Drama,3.7718904828677378,5,Female,3,No,Yes,GU6K45U2AB,0
65,8.067062252008087,524.3590463805257,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,17.026864889371844,51.59596952426973,14,Sci-Fi,3.683924216277262,1,Male,5,No,No,G4X5PP4QPC,0
67,16.951464444936455,1135.7481178107423,Standard,Electronic check,No,Both,Yes,Tablet,24.01586266846057,38.566032758848,30,Drama,3.472641256207428,3,Male,17,Yes,Yes,1EJWNCGFMT,0
58,13.224738132349426,767.0348116762667,Standard,Electronic check,Yes,Movies,Yes,Computer,29.34986632443867,146.8930857673708,49,Sci-Fi,1.975214769752084,0,Female,1,No,No,IJK33JXJGJ,0
85,19.775084845423216,1680.8822118609733,Basic,Mailed check,No,Both,No,Computer,8.42544913731714,92.73348998947532,14,Comedy,3.2360931033041216,7,Female,19,No,No,TF4O6MQ4KD,0
40,18.37590228508192,735.0360914032768,Basic,Credit card,Yes,TV Shows,Yes,TV,39.232969092638754,90.8465126278426,11,Sci-Fi,1.2400547034489755,1,Male,20,No,Yes,KFO6Y6WDRS,1
21,19.0674431226886,400.4163055764606,Standard,Credit card,Yes,Movies,No,TV,8.896347280694009,25.671698800267325,32,Drama,4.56443424548465,9,Male,15,Yes,Yes,1JA770EL2W,1
67,6.724723813450165,450.55649550116107,Basic,Bank transfer,Yes,Movies,Yes,Computer,18.92114494906997,169.73097833278132,3,Sci-Fi,2.0007973677199224,3,Male,15,No,No,M3G5EY00V4,0
11,18.05207026187241,198.57277288059652,Standard,Mailed check,Yes,Both,Yes,Computer,3.799385769520222,89.95787286059158,23,Drama,3.095458535911311,7,Female,7,Yes,No,UIZVJPMR8H,1
22,14.760482109332616,324.7306064053176,Premium,Electronic check,No,TV Shows,Yes,TV,21.28391991439851,163.51243213161683,2,Action,2.7659527665165884,2,Female,24,Yes,No,MKD6A4P47J,0
27,7.333639201646523,198.0082584444561,Premium,Credit card,No,Movies,Yes,Tablet,10.937840187524746,85.167064629406,9,Sci-Fi,1.7627710894284396,5,Female,5,No,Yes,TA6ANASBJF,0
89,14.64266256647536,1303.1969684163068,Basic,Electronic check,No,Movies,No,Computer,23.73903886982748,7.440383397870663,4,Drama,4.508358421208754,6,Male,1,No,No,LRCOSOYJJP,1
105,11.003067435764802,1155.322080755304,Standard,Electronic check,Yes,Both,Yes,Tablet,34.968941298091266,151.76414807988294,15,Comedy,3.600200672527351,5,Male,6,No,No,P9PUF34YL2,0
116,10.908951484121715,1265.438372158119,Standard,Mailed check,Yes,Both,Yes,Mobile,9.34004373567668,107.71707411024164,30,Comedy,3.113035006921152,7,Male,3,No,Yes,OSWY3ON6Y8,0
