AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
32,11.534813253587352,369.11402411479526,Basic,Mailed check,No,TV Shows,No,TV,36.505744371294455,137.16670738583596,9,Comedy,1.9963466056321968,6,Male,11,Yes,No,NE1JKD18QK,0
14,8.671716881894273,121.40403634651985,Standard,Credit card,Yes,TV Shows,Yes,Tablet,16.629204928694854,162.7314726035982,33,Comedy,1.0197917060802992,0,Female,12,No,Yes,V8CMLYW8L3,0
27,7.190961986614388,194.15597363858848,Standard,Bank transfer,No,TV Shows,Yes,Tablet,13.916979724659395,78.47606314489263,7,Comedy,3.5762320548225834,5,Male,0,Yes,No,GI9JIQUILK,1
68,13.91059508822781,945.9204659994912,Standard,Bank transfer,Yes,TV Shows,No,Mobile,39.72130581065253,101.28937282397122,15,Drama,4.783529892997347,3,Male,17,No,No,NCRS2YHLXY,0
99,16.96266255492556,1679.3035929376306,Standard,Mailed check,Yes,TV Shows,Yes,TV,37.05594598513002,133.7179138626648,32,Fantasy,4.633333010273764,6,Male,12,No,No,L5H09SUJRC,0
100,8.391776268899214,839.1776268899214,Basic,Bank transfer,No,Both,Yes,Tablet,31.19255653990685,145.8073447567712,38,Action,3.9564550945648977,8,Female,5,No,No,NZKI2GU5PA,0
64,17.536513957703722,1122.3368932930382,Basic,Credit card,Yes,TV Shows,Yes,Computer,17.07856780442907,6.567746919676089,35,Comedy,3.3442178761679884,0,Male,10,No,No,ZPQOWW68G8,0
31,8.268057644051241,256.3097869655885,Standard,Bank transfer,Yes,Both,Yes,Tablet,35.00888281789929,92.60317876834308,34,Comedy,1.8221756860732965,4,Male,23,Yes,Yes,1PK5PAPRBT,0
67,12.60504393041736,844.537943337963,Premium,Bank transfer,No,TV Shows,Yes,Tablet,15.130889466695278,62.15838320026607,4,Drama,1.0530843802902647,2,Male,15,No,No,S2C41WXI5M,0
40,16.310017300678133,652.4006920271254,Basic,Credit card,Yes,Both,Yes,Mobile,12.75582602367398,130.40490109865402,9,Fantasy,1.51324364334292,6,Female,18,Yes,No,WB4IBSKB9R,0
17,5.470640566494454,93.00088963040572,Premium,Bank transfer,Yes,TV Shows,Yes,Tablet,38.89584908706147,176.05069702820035,38,Sci-Fi,3.272107229228521,1,Male,1,No,Yes,I16QCU3GHK,0
69,18.394564833396288,1269.2249735043438,Basic,Mailed check,Yes,Both,No,Computer,2.4021751053238347,22.08430218429326,38,Sci-Fi,1.7827572573297474,9,Male,7,No,No,VFLO4AR4D1,0
20,14.099383519107803,281.9876703821561,Premium,Mailed check,No,Movies,Yes,TV,17.328514183733798,63.94060697085071,27,Sci-Fi,3.2048958753074093,0,Male,10,Yes,Yes,G8AJ7Z5C08,0
89,9.433864157830948,839.6139100469544,Premium,Credit card,Yes,TV Shows,No,Tablet,37.8184353734405,42.12947133667299,6,Drama,3.373643343555445,5,Female,11,No,Yes,QQS8BBZ323,0
58,6.369173434022823,369.4120591733237,Standard,Mailed check,No,Both,No,Tablet,2.985456898652455,176.45277672426073,49,Sci-Fi,1.64800014298839,5,Male,21,No,Yes,WORLK26OCJ,0
82,17.71939261021542,1452.9901940376644,Basic,Electronic check,No,TV Shows,Yes,TV,11.667781159163804,121.23628165731614,29,Fantasy,4.248821077331032,4,Female,24,Yes,Yes,ELV2AWEU39,0
61,14.91887804609965,910.0515608120786,Standard,Bank transfer,Yes,Both,Yes,Computer,23.69139100243566,149.6663772494488,10,Action,1.0751088254492247,7,Female,12,No,No,K9QRJC3JK7,0
24,13.04927887158961,313.1826929181507,Standard,Credit card,Yes,Both,No,TV,37.47014783321223,47.82255923521494,8,Action,1.8525707242678764,3,Female,24,No,Yes,3XMCRVC829,0
19,10.501008227149455,199.51915631583967,Standard,Mailed check,Yes,Movies,Yes,Computer,31.30556967951007,167.25167888821463,10,Sci-Fi,1.4865305698834272,2,Female,21,No,Yes,FLTUNXI1XF,0
2,17.798429732793124,35.59685946558625,Premium,Credit card,Yes,Both,Yes,Mobile,11.310220898330387,99.92384280533577,15,Sci-Fi,1.878413158265817,9,Male,0,No,No,XJ0CIWLKHT,1
118,14.35020274347878,1693.323923730496,Standard,Electronic check,Yes,Movies,Yes,Tablet,35.2173647640138,13.292272023669064,22,Drama,3.8663220302852586,2,Female,12,Yes,No,L4RZ7IVNDP,0
76,7.054802276813379,536.1649730378168,Standard,Electronic check,Yes,TV Shows,Yes,TV,22.574229765300046,24.64907592080263,6,Drama,3.390768729495656,8,Female,16,Yes,Yes,LIEUYK77PV,0
113,8.595253577276338,971.2636542322264,Premium,Credit card,No,Both,Yes,Tablet,20.022719539696343,108.05740387858768,48,Fantasy,4.6835322997274496,0,Male,9,No,Yes,LZDYU9WONQ,0
117,7.480145109053632,875.176977759275,Basic,Mailed check,No,TV Shows,No,Computer,17.728523024999323,130.3882814089795,21,Fantasy,3.551775508927076,1,Male,9,No,Yes,AMETQBZ51G,0
65,15.262532059018898,992.0645838362284,Premium,Mailed check,Yes,Movies,No,TV,19.48455493875893,33.68042216166399,24,Comedy,1.363432399479719,5,Female,6,Yes,Yes,3N1MBK7BON,0
75,15.454151748396772,1159.0613811297578,Standard,Electronic check,No,Both,Yes,Computer,24.56506954655251,124.9357114626333,5,Comedy,4.059174836567914,2,Male,23,No,No,V6V7NS54GZ,0
53,15.26476487214397,809.0325382236305,Standard,Electronic check,Yes,Both,No,Mobile,25.98093231145081,174.03086174052766,7,Comedy,4.446943378167214,0,Male,1,No,Yes,8DVE7QFOO5,0
7,6.002386712996112,42.01670699097279,Standard,Credit card,No,Movies,Yes,Mobile,5.843857279686767,120.94438599201784,13,Fantasy,4.11223081635454,4,Female,20,No,No,E4J0JHLEFS,1
99,18.558865045995088,1837.3276395535136,Standard,Electronic check,Yes,Both,No,TV,38.41792902374007,171.08073044643967,34,Action,2.388033835916508,3,Male,14,No,Yes,EOSQ76P2LN,0
92,6.976883752890712,641.8733052659455,Premium,Credit card,Yes,Both,No,Tablet,26.23297899908397,48.02709257596111,36,Action,1.0702472163432826,8,Female,18,No,Yes,EJF9BVQDDN,0
17,11.192065077089769,190.26510631052608,Premium,Bank transfer,Yes,Both,No,Computer,10.270604506889889,80.27085270110258,7,Drama,3.783216706240836,6,Female,2,Yes,Yes,IRHVOOCAGT,1
76,17.425681863105478,1324.3518215960164,Standard,Electronic check,Yes,Movies,Yes,TV,27.259966715145207,133.46623634247484,45,Comedy,2.6654080950562995,7,Male,7,Yes,No,WVCBVAQR2O,0
13,14.658787516966202,190.5642377205606,Basic,Electronic check,Yes,TV Shows,No,Mobile,4.082169132610976,32.96319666727079,34,Sci-Fi,3.641699243681533,4,Female,17,No,No,ZK20ESK58M,1
71,10.278862383107809,729.7992292006543,Basic,Mailed check,Yes,Movies,No,Computer,12.748989191341373,103.87151447549824,44,Comedy,1.263561788786706,4,Female,0,No,Yes,FZ4G71NEII,0
61,12.23244008987805,746.1788454825611,Basic,Credit card,No,Both,No,Tablet,38.83826365236764,173.28858878273192,11,Fantasy,1.1394558295607866,0,Female,2,Yes,Yes,7YNO4G8W7V,0
24,5.861904378756134,140.68570509014722,Standard,Bank transfer,No,Both,Yes,Tablet,12.76475984374405,27.70078330944461,34,Action,3.163178767795807,1,Male,11,Yes,Yes,QGTDVLW3EW,0
28,12.912537548476369,361.5510513573384,Standard,Bank transfer,Yes,Both,No,Tablet,21.017723711800254,93.16283972741424,28,Drama,4.071487670957033,9,Male,3,Yes,Yes,J9JRSBLX74,0
111,15.812501520273283,1755.1876687503348,Premium,Mailed check,No,TV Shows,No,Mobile,30.14375168427349,138.2017797514143,42,Fantasy,3.0721186981750157,3,Male,24,Yes,No,VU8TP7XD92,0
